사업장명,Keyword_Review_Summary,Facility_Available,Parking_Available
라운지목화 합정관,"{'""음식이 맛있어요""': 293, '""인테리어가 멋져요""': 168, '""친절해요""': 129, '""대화하기 좋아요""': 114}","['단체 이용 가능', '예약', '무선 인터넷']",False
탭샵바 합정점,"{'""술이 다양해요""': 111, '""음식이 맛있어요""': 99, '""인테리어가 멋져요""': 76, '""음악이 좋아요""': 52}","['와인 페어링', '전문 소믈리에', '포장', '단체 이용 가능', '배달', '예약', '무선 인터넷', '남/녀 화장실 구분', '장애인 휠체어 이용가능', '출입구 휠체어 이용가능']",True
연남골목냉면,"{'""음식이 맛있어요""': 58, '""재료가 신선해요""': 15, '""양이 많아요""': 14, '""혼밥하기 좋아요""': 12}",[],False
유아하,"{'""음식이 맛있어요""': 60, '""인테리어가 멋져요""': 38, '""특별한 메뉴가 있어요""': 38, '""친절해요""': 31}","['콜키지 가능', '생일 혜택', '단체 이용 가능']",False
증증일상,"{'""음식이 맛있어요""': 480, '""친절해요""': 223, '""특별한 메뉴가 있어요""': 184, '""가성비가 좋아요""': 174}","['포장', '배달', '무선 인터넷', '유아의자', '예약']",False
낙경,"{'""음식이 맛있어요""': 320, '""친절해요""': 192, '""인테리어가 멋져요""': 176, '""특별한 메뉴가 있어요""': 147}","['콜키지 가능', '생일 혜택', '예약', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '노키즈존']",False
왕소야,"{'""음식이 맛있어요""': 751, '""재료가 신선해요""': 482, '""친절해요""': 406, '""특별한 메뉴가 있어요""': 285}","['포장', '무선 인터넷', '예약', '단체 이용 가능']",True
잇스시,"{'""음식이 맛있어요""': 772, '""재료가 신선해요""': 484, '""친절해요""': 364, '""인테리어가 멋져요""': 352}","['콜키지 가능', '비건 메뉴', '포장', '배달', '예약', '남/녀 화장실 구분', '무선 인터넷', '단체 이용 가능']",False
호박꽃 홍대점,"{'""음식이 맛있어요""': 271, '""재료가 신선해요""': 172, '""친절해요""': 163, '""인테리어가 멋져요""': 146}","['콜키지 가능', '생일 혜택', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '예약']",False
해몽 마포점,"{'""음식이 맛있어요""': 191, '""고기 질이 좋아요""': 146, '""친절해요""': 118, '""직접 잘 구워줘요""': 65}","['콜키지 가능', '남/녀 화장실 구분', '무선 인터넷', '예약', '단체 이용 가능']",False
골목포차,"{'""음식이 맛있어요""': 64, '""가성비가 좋아요""': 44, '""친절해요""': 33, '""음악이 좋아요""': 31}","['생일 혜택', '남/녀 화장실 구분', '예약', '단체 이용 가능', '반려동물 동반', '무선 인터넷', '노키즈존', '대기공간', '좌석 휠체어 이용가능']",False
역전할머니맥주 홍대입구역점,"{'""음식이 맛있어요""': 206, '""가성비가 좋아요""': 121, '""기본 안주가 좋아요""': 101, '""술이 다양해요""': 67}",[],False
만선호프,"{'""음식이 맛있어요""': 100, '""음악이 좋아요""': 63, '""단체모임 하기 좋아요""': 62, '""가성비가 좋아요""': 51}","['남/녀 화장실 구분', '단체 이용 가능', '예약', '반려동물 동반']",False
달콤왕가탕후루 홍대1호점,"{'""디저트가 맛있어요""': 47, '""친절해요""': 10, '""특별한 메뉴가 있어요""': 9, '""가성비가 좋아요""': 5}",[],False
오늘하루,"{'""음식이 맛있어요""': 126, '""기본 안주가 좋아요""': 83, '""술이 다양해요""': 63, '""친절해요""': 63}","['단체 이용 가능', '예약', '무선 인터넷']",False
야타이 쇼부,"{'""음식이 맛있어요""': 145, '""기본 안주가 좋아요""': 64, '""인테리어가 멋져요""': 62, '""술이 다양해요""': 57}","['생일 혜택', '콜키지 가능', '예약', '단체 이용 가능', '무선 인터넷']",False
감초통닭,"{'""음식이 맛있어요""': 71, '""친절해요""': 31, '""재료가 신선해요""': 23, '""가성비가 좋아요""': 23}","['테이크아웃 할인', '배달', '포장', '무선 인터넷', '예약', '대기공간']",False
그늘,"{'""음식이 맛있어요""': 715, '""술이 다양해요""': 388, '""인테리어가 멋져요""': 344, '""기본 안주가 좋아요""': 325}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약', '반려동물 동반']",False
지원,"{'""상품이 다양해요""': 58, '""친절해요""': 27, '""트렌디한 상품이 많아요""': 20, '""즉석조리 식품이 맛있어요""': 9}",['택배'],False
오소바텐,"{'""음식이 맛있어요""': 50, '""특별한 메뉴가 있어요""': 29, '""재료가 신선해요""': 23, '""친절해요""': 17}",['출입구 휠체어 이용가능'],False
디스,"{'""술이 다양해요""': 14, '""친절해요""': 13, '""음악이 좋아요""': 11, '""가성비가 좋아요""': 10}","['무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능']",False
카페 위밋데얼,"{'""음료가 맛있어요""': 210, '""커피가 맛있어요""': 171, '""친절해요""': 170, '""디저트가 맛있어요""': 144}","['단체 이용 가능', '포장', '무선 인터넷', '반려동물 동반', '예약', '방문접수/출장']",False
개화당,"{'""음식이 맛있어요""': 115, '""술이 다양해요""': 67, '""음악이 좋아요""': 61, '""인테리어가 멋져요""': 56}","['반려동물 동반', '남/녀 화장실 구분', '단체 이용 가능']",False
로타리,"{'""음식이 맛있어요""': 96, '""친절해요""': 53, '""특별한 메뉴가 있어요""': 43, '""술이 다양해요""': 41}","['무선 인터넷', '남/녀 화장실 구분']",False
미지,"{'""음식이 맛있어요""': 524, '""친절해요""': 354, '""재료가 신선해요""': 260, '""특별한 날 가기 좋아요""': 250}","['생일 혜택', '콜키지 가능', '예약', '무선 인터넷', '단체 이용 가능']",False
401,"{'""음식이 맛있어요""': 176, '""친절해요""': 72, '""고기 질이 좋아요""': 52, '""매장이 넓어요""': 30}","['예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
꽃게나라,"{'""음식이 맛있어요""': 155, '""재료가 신선해요""': 108, '""친절해요""': 95, '""양이 많아요""': 74}","['포장', '남/녀 화장실 구분', '무선 인터넷', '예약']",False
단디,"{'""음식이 맛있어요""': 317, '""인테리어가 멋져요""': 140, '""대화하기 좋아요""': 128, '""기본 안주가 좋아요""': 117}","['생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '대기공간']",False
해주방,"{'""음식이 맛있어요""': 113, '""재료가 신선해요""': 44, '""친절해요""': 37, '""혼밥하기 좋아요""': 32}",[],False
쏘시지요,"{'""음식이 맛있어요""': 151, '""가성비가 좋아요""': 117, '""인테리어가 멋져요""': 49, '""친절해요""': 46}","['단체 이용 가능', '예약', '무선 인터넷']",False
육전국밥 홍대점,"{'""음식이 맛있어요""': 319, '""양이 많아요""': 95, '""가성비가 좋아요""': 91, '""재료가 신선해요""': 86}","['단체 이용 가능', '포장', '배달', '무선 인터넷', '남/녀 화장실 구분']",False
와따분식 홍대점,"{'""음식이 맛있어요""': 213, '""재료가 신선해요""': 73, '""가성비가 좋아요""': 73, '""혼밥하기 좋아요""': 69}","['배달', '포장', '무선 인터넷']",False
너가술집사장,"{'""음식이 맛있어요""': 588, '""기본 안주가 좋아요""': 363, '""술이 다양해요""': 282, '""특별한 메뉴가 있어요""': 248}","['무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '장애인 주차구역']",False
한월,"{'""음식이 맛있어요""': 195, '""술이 다양해요""': 133, '""특별한 메뉴가 있어요""': 109, '""인테리어가 멋져요""': 83}","['남/녀 화장실 구분', '반려동물 동반', '예약', '포장']",False
왔쏘 홍대점,"{'""음식이 맛있어요""': 88, '""가성비가 좋아요""': 67, '""친절해요""': 51, '""양이 많아요""': 37}","['무한 리필', '예약', '단체 이용 가능']",False
88야키토리,"{'""음식이 맛있어요""': 39, '""술이 다양해요""': 17, '""대화하기 좋아요""': 14, '""친절해요""': 12}","['단체 이용 가능', '예약']",False
김김포차,"{'""음식이 맛있어요""': 45, '""가성비가 좋아요""': 33, '""친절해요""': 24, '""특별한 메뉴가 있어요""': 21}","['무선 인터넷', '반려동물 동반', '예약', '단체 이용 가능']",False
미쉐,"{'""음료가 맛있어요""': 73, '""가성비가 좋아요""': 61, '""디저트가 맛있어요""': 58, '""커피가 맛있어요""': 42}","['포장', '배달']",False
석,"{'""음식이 맛있어요""': 695, '""양이 많아요""': 431, '""친절해요""': 339, '""특별한 메뉴가 있어요""': 319}","['단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '포장']",False
황포25,"{'""음식이 맛있어요""': 115, '""친절해요""': 78, '""기본 안주가 좋아요""': 56, '""가성비가 좋아요""': 43}","['단체 이용 가능', '예약', '포장', '남/녀 화장실 구분', '무선 인터넷']",False
일편장어,"{'""음식이 맛있어요""': 128, '""재료가 신선해요""': 108, '""매장이 넓어요""': 71, '""친절해요""': 56}","['콜키지 가능', '생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '대기공간', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
청운,"{'""음식이 맛있어요""': 318, '""가성비가 좋아요""': 117, '""친절해요""': 114, '""양이 많아요""': 111}",[],False
철인7호,"{'""음식이 맛있어요""': 697, '""양이 많아요""': 345, '""친절해요""': 298, '""가성비가 좋아요""': 251}","['테이크아웃 할인', '예약', '포장', '배달', '무선 인터넷']",False
지하102호 5호점,"{'""음식이 맛있어요""': 343, '""인테리어가 멋져요""': 212, '""기본 안주가 좋아요""': 154, '""친절해요""': 149}","['생일 혜택', '콜키지 가능', '단체 이용 가능', '반려동물 동반', '남/녀 화장실 구분', '무선 인터넷', '예약']",False
길상양꼬치,"{'""음식이 맛있어요""': 63, '""고기 질이 좋아요""': 47, '""매장이 넓어요""': 31, '""친절해요""': 29}","['단체 이용 가능', '남/녀 화장실 구분', '대기공간', '포장', '예약']",False
무청감자탕 홍대점,"{'""음식이 맛있어요""': 35, '""양이 많아요""': 24, '""매장이 넓어요""': 21, '""재료가 신선해요""': 16}","['포장', '배달']",False
혼가츠,"{'""음식이 맛있어요""': 676, '""양이 많아요""': 223, '""가성비가 좋아요""': 213, '""친절해요""': 211}","['단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
한상팔삼 우육미면,"{'""음식이 맛있어요""': 233, '""재료가 신선해요""': 114, '""친절해요""': 111, '""인테리어가 멋져요""': 96}","['글루텐프리 메뉴', '단체 이용 가능', '무선 인터넷']",False
파스토보이 마포점,"{'""음식이 맛있어요""': 101, '""친절해요""': 33, '""가성비가 좋아요""': 33, '""재료가 신선해요""': 21}",['포장'],False
열정의선창,"{'""술이 다양해요""': 72, '""특별한 메뉴가 있어요""': 63, '""인테리어가 멋져요""': 53, '""친절해요""': 53}",['생일 혜택'],True
숨은꼬치,"{'""음식이 맛있어요""': 128, '""고기 질이 좋아요""': 92, '""친절해요""': 61, '""직접 잘 구워줘요""': 51}","['콜키지 가능', '예약', '무선 인터넷', '단체 이용 가능']",False
간바레미나상,"{'""음식이 맛있어요""': 85, '""음악이 좋아요""': 51, '""인테리어가 멋져요""': 45, '""대화하기 좋아요""': 43}","['반려동물 동반', '예약', '단체 이용 가능', '대기공간']",False
힙하디,"{'""음악이 좋아요""': 103, '""술이 다양해요""': 84, '""인테리어가 멋져요""': 65, '""친절해요""': 40}","['단체 이용 가능', '예약']",False
동백상회 합정,"{'""음식이 맛있어요""': 351, '""기본 안주가 좋아요""': 146, '""친절해요""': 143, '""인테리어가 멋져요""': 142}","['콜키지 가능', '무선 인터넷', '단체 이용 가능', '포장', '예약']",False
우라난바,"{'""음식이 맛있어요""': 355, '""술이 다양해요""': 223, '""인테리어가 멋져요""': 176, '""친절해요""': 173}","['무선 인터넷', '예약', '단체 이용 가능', '반려동물 동반']",False
제이스피자,"{'""음식이 맛있어요""': 211, '""재료가 신선해요""': 146, '""인테리어가 멋져요""': 114, '""친절해요""': 108}","['포장', '무선 인터넷', '남/녀 화장실 구분']",False
한솥도시락 홍대서교점,"{'""음식이 맛있어요""': 93, '""가성비가 좋아요""': 62, '""재료가 신선해요""': 49, '""특별한 메뉴가 있어요""': 45}","['포장', '배달']",False
현우동 홍대,"{'""음식이 맛있어요""': 167, '""친절해요""': 84, '""특별한 메뉴가 있어요""': 72, '""혼밥하기 좋아요""': 61}","['남/녀 화장실 구분', '단체 이용 가능']",False
육현전 홍대직영점,"{'""음식이 맛있어요""': 717, '""고기 질이 좋아요""': 704, '""인테리어가 멋져요""': 363, '""친절해요""': 334}","['콜키지 가능', '콜키지 가능', '비건 메뉴', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '예약']",False
언덕집,"{'""음식이 맛있어요""': 197, '""친절해요""': 106, '""음악이 좋아요""': 80, '""대화하기 좋아요""': 72}","['무선 인터넷', '단체 이용 가능']",False
무무,"{'""음식이 맛있어요""': 155, '""친절해요""': 59, '""재료가 신선해요""': 49, '""인테리어가 멋져요""': 46}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
블랭크,"{'""음식이 맛있어요""': 377, '""음악이 좋아요""': 222, '""인테리어가 멋져요""': 175, '""대화하기 좋아요""': 112}","['남/녀 화장실 구분', '노키즈존']",False
우물집,"{'""음식이 맛있어요""': 403, '""인테리어가 멋져요""': 288, '""재료가 신선해요""': 246, '""특별한 메뉴가 있어요""': 190}","['단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
박서교숙성회,"{'""음식이 맛있어요""': 268, '""재료가 신선해요""': 200, '""친절해요""': 123, '""가성비가 좋아요""': 63}",[],False
한본새 서교,"{'""음식이 맛있어요""': 373, '""재료가 신선해요""': 206, '""혼밥하기 좋아요""': 171, '""친절해요""': 146}","['남/녀 화장실 구분', '무선 인터넷', '포장', '단체 이용 가능']",False
대표분식,"{'""음식이 맛있어요""': 126, '""혼밥하기 좋아요""': 55, '""매장이 청결해요""': 45, '""재료가 신선해요""': 43}","['무선 인터넷', '남/녀 화장실 구분', '배달', '예약', '포장']",True
공간비틀즈,"{'""음악이 좋아요""': 25, '""음식이 맛있어요""': 15, '""친절해요""': 14, '""가성비가 좋아요""': 14}","['콜키지 가능', '무선 인터넷', '단체 이용 가능', '남/녀 화장실 구분']",False
한량,"{'""음식이 맛있어요""': 242, '""고기 질이 좋아요""': 241, '""친절해요""': 141, '""매장이 청결해요""': 83}","['단체 이용 가능', '예약']",False
오하이요,"{'""음식이 맛있어요""': 857, '""술이 다양해요""': 504, '""인테리어가 멋져요""': 434, '""가성비가 좋아요""': 427}",['무선 인터넷'],False
장모님 부대찌개,"{'""음식이 맛있어요""': 51, '""매장이 넓어요""': 40, '""친절해요""': 24, '""재료가 신선해요""': 20}","['단체 이용 가능', '예약', '남/녀 화장실 구분', '포장', '무선 인터넷', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
술쑤시개,"{'""음식이 맛있어요""': 160, '""친절해요""': 83, '""인테리어가 멋져요""': 82, '""음악이 좋아요""': 66}","['유기농 메뉴', '반려동물 동반', '예약', '단체 이용 가능', '무선 인터넷', '대기공간']",False
홍대물갈비 홍대본점,"{'""음식이 맛있어요""': 924, '""고기 질이 좋아요""': 522, '""친절해요""': 481, '""양이 많아요""': 469}","['포장', '배달', '예약', '단체 이용 가능', '무선 인터넷']",False
모모유부,"{'""음식이 맛있어요""': 620, '""혼밥하기 좋아요""': 301, '""재료가 신선해요""': 227, '""친절해요""': 184}","['무선 인터넷', '배달', '포장', '방문접수/출장', '예약', '남/녀 화장실 구분', '단체 이용 가능']",False
상구네솥뚜껑삼겹살 홍대점,"{'""음식이 맛있어요""': 330, '""고기 질이 좋아요""': 247, '""친절해요""': 131, '""매장이 넓어요""': 117}","['콜키지 가능', '남/녀 화장실 구분', '무선 인터넷', '예약', '대기공간', '단체 이용 가능']",False
유알티,"{'""특별한 메뉴가 있어요""': 171, '""음식이 맛있어요""': 160, '""친절해요""': 120, '""디저트가 맛있어요""': 114}","['글루텐프리 메뉴', '비건 메뉴', '유기농 메뉴', '콜키지 가능', '포장', '반려동물 동반', '무선 인터넷', '유아의자', '단체 이용 가능', '예약', '배달', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
신서울전,"{'""음식이 맛있어요""': 610, '""기본 안주가 좋아요""': 302, '""술이 다양해요""': 288, '""인테리어가 멋져요""': 251}",['생일 혜택'],False
대서리,"{'""음식이 맛있어요""': 306, '""고기 질이 좋아요""': 269, '""매장이 넓어요""': 203, '""특별한 메뉴가 있어요""': 113}","['단체 이용 가능', '남/녀 화장실 구분', '무선 인터넷']",False
데이원,"{'""커피가 맛있어요""': 43, '""디저트가 맛있어요""': 31, '""음료가 맛있어요""': 30, '""친절해요""': 24}",[],False
추파,"{'""음식이 맛있어요""': 141, '""인테리어가 멋져요""': 81, '""단체모임 하기 좋아요""': 71, '""매장이 넓어요""': 62}","['생일 혜택', '단체 이용 가능', '남/녀 화장실 구분']",False
슈퍼방구 홍대점,"{'""음식이 맛있어요""': 136, '""음악이 좋아요""': 57, '""인테리어가 멋져요""': 51, '""가성비가 좋아요""': 49}",[],False
만휘군상,"{'""음식이 맛있어요""': 96, '""술이 다양해요""': 77, '""특별한 메뉴가 있어요""': 62, '""인테리어가 멋져요""': 52}","['콜키지 가능', '예약', '단체 이용 가능', '무선 인터넷']",False
언플러그드,"{'""라이브공연이 훌륭해요""': 26, '""인테리어가 멋져요""': 23, '""친절해요""': 22, '""매장이 청결해요""': 17}","['테이크아웃 할인', '핸드드립', '비건 메뉴', '단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분', '반려동물 동반']",False
무제,"{'""음식이 맛있어요""': 229, '""인테리어가 멋져요""': 153, '""특별한 메뉴가 있어요""': 107, '""술이 다양해요""': 102}","['콜키지 가능', '생일 혜택', '단체 이용 가능', '남/녀 화장실 구분', '예약', '무선 인터넷', '노키즈존']",False
선비다이닝,"{'""음식이 맛있어요""': 559, '""술이 다양해요""': 332, '""기본 안주가 좋아요""': 229, '""특별한 메뉴가 있어요""': 195}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '대기공간', '예약', '노키즈존']",False
솥돈 홍대점,"{'""음식이 맛있어요""': 530, '""고기 질이 좋아요""': 464, '""친절해요""': 197, '""직접 잘 구워줘요""': 182}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
밍키친,"{'""음식이 맛있어요""': 43, '""가성비가 좋아요""': 24, '""친절해요""': 18, '""기본 안주가 좋아요""': 16}","['콜키지 가능', '단체 이용 가능', '포장', '무선 인터넷', '예약']",True
불간짬뽕,"{'""음식이 맛있어요""': 348, '""재료가 신선해요""': 176, '""양이 많아요""': 156, '""친절해요""': 121}","['무한 리필', '포장', '무선 인터넷', '단체 이용 가능', '예약', '유아의자', '배달']",False
우미토부,"{'""음식이 맛있어요""': 58, '""재료가 신선해요""': 36, '""특별한 메뉴가 있어요""': 29, '""혼밥하기 좋아요""': 25}",['무선 인터넷'],False
소담촌,"{'""음식이 맛있어요""': 183, '""재료가 신선해요""': 139, '""양이 많아요""': 78, '""가성비가 좋아요""': 77}",['무한 리필'],True
타코베이커,"{'""음식이 맛있어요""': 59, '""친절해요""': 29, '""재료가 신선해요""': 27, '""인테리어가 멋져요""': 27}",[],False
주락간,"{'""음식이 맛있어요""': 253, '""기본 안주가 좋아요""': 167, '""친절해요""': 114, '""인테리어가 멋져요""': 112}","['생일 혜택', '단체 이용 가능', '무선 인터넷', '예약']",False
우리동네연탄고기,"{'""음식이 맛있어요""': 168, '""친절해요""': 110, '""매장이 청결해요""': 87, '""재료가 신선해요""': 73}","['무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '예약']",False
주도,"{'""음식이 맛있어요""': 147, '""인테리어가 멋져요""': 79, '""친절해요""': 65, '""대화하기 좋아요""': 59}","['생일 혜택', '단체 이용 가능', '예약', '포장', '무선 인터넷', '남/녀 화장실 구분']",False
나스 서교,"{'""음식이 맛있어요""': 108, '""친절해요""': 54, '""특별한 메뉴가 있어요""': 54, '""술이 다양해요""': 45}","['콜키지 가능', '단체 이용 가능', '반려동물 동반', '예약']",True
불막열삼 합정점,"{'""음식이 맛있어요""': 220, '""고기 질이 좋아요""': 177, '""친절해요""': 120, '""가성비가 좋아요""': 86}","['글루텐프리 메뉴', '콜키지 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능']",False
육전국밥 서교점,"{'""음식이 맛있어요""': 202, '""매장이 넓어요""': 68, '""혼밥하기 좋아요""': 61, '""재료가 신선해요""': 53}","['포장', '단체 이용 가능', '예약', '남/녀 화장실 구분']",True
오성국수,"{'""음식이 맛있어요""': 99, '""혼밥하기 좋아요""': 53, '""재료가 신선해요""': 52, '""친절해요""': 51}","['비건 메뉴', '포장', '무선 인터넷', '대기공간', '단체 이용 가능']",False
이크,"{'""음식이 맛있어요""': 179, '""인테리어가 멋져요""': 113, '""친절해요""': 97, '""특별한 메뉴가 있어요""': 83}","['콜키지 가능', '콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약']",False
무제 홍대점,"{'""음식이 맛있어요""': 127, '""인테리어가 멋져요""': 90, '""음악이 좋아요""': 69, '""특별한 메뉴가 있어요""': 63}","['생일 혜택', '콜키지 가능', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '노키즈존', '예약', '반려동물 동반']",True
톤토로,"{'""음식이 맛있어요""': 84, '""인테리어가 멋져요""': 69, '""특별한 메뉴가 있어요""': 38, '""친절해요""': 27}","['콜키지 가능', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능']",False
돼동여지도,"{'""음식이 맛있어요""': 152, '""고기 질이 좋아요""': 123, '""양이 많아요""': 62, '""가성비가 좋아요""': 59}","['단체 이용 가능', '예약', '무선 인터넷']",False
홍대하녹,"{'""음식이 맛있어요""': 94, '""친절해요""': 64, '""인테리어가 멋져요""': 62, '""특별한 메뉴가 있어요""': 55}","['글루텐프리 메뉴', '포장', '배달', '방문접수/출장', '예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '대기공간']",False
목벌,"{'""음식이 맛있어요""': 40, '""고기 질이 좋아요""': 32, '""인테리어가 멋져요""': 23, '""친절해요""': 16}","['콜키지 가능', '생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '대기공간', '출입구 휠체어 이용가능']",False
안목가돈,"{'""음식이 맛있어요""': 180, '""고기 질이 좋아요""': 164, '""인테리어가 멋져요""': 102, '""친절해요""': 58}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분', '대기공간']",False
홍대맛집 해삼,"{'""음식이 맛있어요""': 88, '""양이 많아요""': 73, '""재료가 신선해요""': 59, '""가성비가 좋아요""': 55}",[],False
담택,"{'""음식이 맛있어요""': 846, '""특별한 메뉴가 있어요""': 375, '""혼밥하기 좋아요""': 334, '""친절해요""': 269}",[],False
스시이안앤 홍대입구역점,"{'""음식이 맛있어요""': 51, '""가성비가 좋아요""': 33, '""재료가 신선해요""': 30, '""친절해요""': 21}","['단체 이용 가능', '방문접수/출장', '예약', '남/녀 화장실 구분', '무선 인터넷']",True
오로시,"{'""음식이 맛있어요""': 419, '""인테리어가 멋져요""': 227, '""특별한 메뉴가 있어요""': 208, '""친절해요""': 184}","['생일 혜택', '콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '포장', '배달']",False
한라맥주 합정점,"{'""음식이 맛있어요""': 291, '""기본 안주가 좋아요""': 181, '""술이 다양해요""': 120, '""인테리어가 멋져요""': 104}","['단체 이용 가능', '예약', '남/녀 화장실 구분', '대기공간', '무선 인터넷']",False
바코주막,"{'""음식이 맛있어요""': 230, '""특별한 메뉴가 있어요""': 112, '""기본 안주가 좋아요""': 101, '""인테리어가 멋져요""': 88}","['단체 이용 가능', '예약', '반려동물 동반', '남/녀 화장실 구분', '무선 인터넷']",True
구복만두 홍대합정본사직영점,"{'""음식이 맛있어요""': 321, '""친절해요""': 164, '""혼밥하기 좋아요""': 145, '""재료가 신선해요""': 141}","['포장', '배달', '남/녀 화장실 구분', '무선 인터넷', '장애인 휠체어 이용가능']",True
오므상칼칼데스 합정본점,"{'""음식이 맛있어요""': 455, '""양이 많아요""': 236, '""인테리어가 멋져요""': 217, '""재료가 신선해요""': 151}","['콜키지 가능', '무한 리필', '포장', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '출입구 휠체어 이용가능']",False
