사업장명,Keyword_Review_Summary,Facility_Available,Parking_Available
우마담,"{'""음식이 맛있어요""': 187, '""친절해요""': 114, '""특별한 날 가기 좋아요""': 114, '""특별한 메뉴가 있어요""': 81}","['콜키지 가능', '생일 혜택', '예약', '무선 인터넷', '단체 이용 가능']",False
서교포차,"{'""음식이 맛있어요""': 235, '""기본 안주가 좋아요""': 113, '""인테리어가 멋져요""': 99, '""음악이 좋아요""': 97}","['단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
비스트로세노,"{'""음식이 맛있어요""': 137, '""친절해요""': 93, '""재료가 신선해요""': 70, '""특별한 메뉴가 있어요""': 66}","['예약', '무선 인터넷', '반려동물 동반']",False
샴페인 슈퍼노바,"{'""음식이 맛있어요""': 305, '""인테리어가 멋져요""': 297, '""술이 다양해요""': 228, '""음악이 좋아요""': 220}","['콜키지 가능', '생일 혜택', '와인 페어링', '비건 메뉴', '단체 이용 가능', '예약', '무선 인터넷']",False
상수동치맥,"{'""음식이 맛있어요""': 77, '""친절해요""': 36, '""대화하기 좋아요""': 28, '""가성비가 좋아요""': 25}","['예약', '단체 이용 가능', '포장', '남/녀 화장실 구분']",False
난장,"{'""음식이 맛있어요""': 91, '""친절해요""': 33, '""매장이 넓어요""': 28, '""단체모임 하기 좋아요""': 27}","['생일 혜택', '콜키지 가능', '남/녀 화장실 구분', '예약', '반려동물 동반', '무선 인터넷', '단체 이용 가능']",False
귀한족발 홍대서교점,"{'""음식이 맛있어요""': 119, '""재료가 신선해요""': 46, '""친절해요""': 41, '""양이 많아요""': 36}","['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",False
카츠와,"{'""음식이 맛있어요""': 543, '""친절해요""': 344, '""재료가 신선해요""': 315, '""양이 많아요""': 256}","['포장', '무선 인터넷', '단체 이용 가능']",False
양화로 1984,"{'""음식이 맛있어요""': 971, '""재료가 신선해요""': 515, '""친절해요""': 453, '""양이 많아요""': 421}","['단체 이용 가능', '무선 인터넷', '예약', '포장']",False
델핀커피바,"{'""커피가 맛있어요""': 63, '""인테리어가 멋져요""': 57, '""친절해요""': 51, '""음료가 맛있어요""': 49}","['테이크아웃 할인', '단체 이용 가능', '예약', '포장', '반려동물 동반']",False
깃시리,"{'""음식이 맛있어요""': 280, '""재료가 신선해요""': 153, '""양이 많아요""': 127, '""인테리어가 멋져요""': 125}",[],False
라라본국,"{'""음식이 맛있어요""': 361, '""재료가 신선해요""': 249, '""매장이 넓어요""': 188, '""혼밥하기 좋아요""': 116}","['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",False
분담,"{'""음식이 맛있어요""': 101, '""친절해요""': 79, '""혼밥하기 좋아요""': 52, '""재료가 신선해요""': 48}",['콜키지 가능'],False
미트스타킴,"{'""고기 질이 좋아요""': 94, '""음식이 맛있어요""': 93, '""친절해요""': 61, '""직접 잘 구워줘요""': 61}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷']",True
향남추어탕,"{'""음식이 맛있어요""': 163, '""친절해요""': 50, '""재료가 신선해요""': 49, '""가성비가 좋아요""': 45}","['예약', '포장']",False
옥소반 합정점,"{'""음식이 맛있어요""': 480, '""재료가 신선해요""': 371, '""친절해요""': 173, '""양이 많아요""': 147}","['콜키지 가능', '무한 리필', '예약', '유아의자']",False
타테이와,"{'""음식이 맛있어요""': 236, '""술이 다양해요""': 127, '""친절해요""': 116, '""인테리어가 멋져요""': 99}","['단체 이용 가능', '예약']",False
식선,"{'""음식이 맛있어요""': 169, '""재료가 신선해요""': 123, '""친절해요""': 96, '""가성비가 좋아요""': 68}","['단체 이용 가능', '예약']",False
낀낀,"{'""음식이 맛있어요""': 268, '""현지 맛에 가까워요""': 143, '""친절해요""': 120, '""재료가 신선해요""': 109}","['포장', '무선 인터넷', '단체 이용 가능', '예약']",False
화류,"{'""음식이 맛있어요""': 590, '""술이 다양해요""': 432, '""인테리어가 멋져요""': 306, '""특별한 메뉴가 있어요""': 245}","['콜키지 가능', '전문 소믈리에', '단체 이용 가능', '무선 인터넷']",False
따로집,"{'""음식이 맛있어요""': 263, '""인테리어가 멋져요""': 195, '""특별한 메뉴가 있어요""': 169, '""친절해요""': 157}","['단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분']",False
명품수제숯불갈비,"{'""음식이 맛있어요""': 100, '""재료가 신선해요""': 46, '""친절해요""': 38, '""가성비가 좋아요""': 37}",[],False
두놈포차,"{'""음식이 맛있어요""': 478, '""인테리어가 멋져요""': 322, '""기본 안주가 좋아요""': 208, '""술이 다양해요""': 152}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분', '반려동물 동반']",False
청도미나리식당 합정점,"{'""음식이 맛있어요""': 193, '""재료가 신선해요""': 155, '""매장이 넓어요""': 58, '""양이 많아요""': 56}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '포장', '대기공간', '유아의자', '좌석 휠체어 이용가능']",False
계림원 누릉지 통닭구이 합정역점,"{'""음식이 맛있어요""': 280, '""친절해요""': 69, '""특별한 메뉴가 있어요""': 66, '""가성비가 좋아요""': 40}","['예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분']",False
까사벨라즈,"{'""디저트가 맛있어요""': 296, '""인테리어가 멋져요""': 198, '""커피가 맛있어요""': 193, '""특별한 메뉴가 있어요""': 134}",['테이크아웃 할인'],False
고쿠노야,"{'""음식이 맛있어요""': 589, '""혼밥하기 좋아요""': 276, '""재료가 신선해요""': 268, '""양이 많아요""': 215}","['콜키지 가능', '포장', '배달', '예약', '대기공간', '단체 이용 가능', '무선 인터넷']",False
치킨플러스 합정점,{},"['생일 혜택', '테이크아웃 할인']",False
합정술집 도란,"{'""음식이 맛있어요""': 113, '""특별한 메뉴가 있어요""': 100, '""친절해요""': 62, '""메뉴 구성이 알차요""': 61}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '반려동물 동반', '남/녀 화장실 구분', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
정다운식당,"{'""음식이 맛있어요""': 184, '""재료가 신선해요""': 126, '""친절해요""': 77, '""가성비가 좋아요""': 65}",['단체 이용 가능'],True
록갈비 합정점,"{'""음식이 맛있어요""': 839, '""고기 질이 좋아요""': 636, '""친절해요""': 453, '""양이 많아요""': 354}","['포장', '남/녀 화장실 구분', '예약', '대기공간']",False
합정옥,"{'""음식이 맛있어요""': 524, '""재료가 신선해요""': 152, '""매장이 넓어요""': 140, '""친절해요""': 129}","['예약', '단체 이용 가능', '포장']",False
참바른김밥,"{'""음식이 맛있어요""': 462, '""친절해요""': 270, '""재료가 신선해요""': 268, '""양이 많아요""': 188}",['포장'],False
옆구르기,"{'""음식이 맛있어요""': 152, '""특별한 메뉴가 있어요""': 93, '""친절해요""': 88, '""재료가 신선해요""': 86}","['무선 인터넷', '반려동물 동반', '남/녀 화장실 구분', '포장']",False
로우샹로우,"{'""음식이 맛있어요""': 647, '""고기 질이 좋아요""': 381, '""인테리어가 멋져요""': 310, '""특별한 메뉴가 있어요""': 248}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '포장', '배달', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
어라운드그린,"{'""음식이 맛있어요""': 89, '""특별한 메뉴가 있어요""': 68, '""재료가 신선해요""': 51, '""친절해요""': 41}","['비건 메뉴', '글루텐프리 메뉴', '포장', '무선 인터넷']",False
넉탐,"{'""음식이 맛있어요""': 137, '""친절해요""': 83, '""단체모임 하기 좋아요""': 54, '""가성비가 좋아요""': 53}","['단체 이용 가능', '무선 인터넷', '예약']",False
망원동즉석떡볶이,"{'""음식이 맛있어요""': 69, '""친절해요""': 24, '""양이 많아요""': 23, '""재료가 신선해요""': 17}","['포장', '배달', '무선 인터넷']",False
마부자생삼겹살,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
신공주떡볶이,"{'""음식이 맛있어요""': 123, '""친절해요""': 49, '""특별한 메뉴가 있어요""': 43, '""재료가 신선해요""': 41}","['포장', '배달']",False
무대륙,{},"['단체 이용 가능', '무선 인터넷', '반려동물 동반', '남/녀 화장실 구분', '포장', '배달', '예약']",True
둥둥막창구이,"{'""음식이 맛있어요""': 196, '""친절해요""': 60, '""양이 많아요""': 52, '""가성비가 좋아요""': 51}",[],False
희도식당,"{'""음식이 맛있어요""': 703, '""인테리어가 멋져요""': 428, '""친절해요""': 415, '""재료가 신선해요""': 354}","['무선 인터넷', '남/녀 화장실 구분', '반려동물 동반', '유아의자', '포장', '대기공간']",False
백두한우곱창,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
걸작떡볶이치킨,"{'""음식이 맛있어요""': 65, '""친절해요""': 22, '""양이 많아요""': 16, '""가성비가 좋아요""': 16}","['포장', '배달', '무선 인터넷']",False
폴베리,"{'""음식이 맛있어요""': 421, '""재료가 신선해요""': 357, '""특별한 메뉴가 있어요""': 256, '""친절해요""': 230}","['콜키지 가능', '비건 메뉴', '테이크아웃 할인', '무선 인터넷', '반려동물 동반', '포장']",False
고미태,"{'""음식이 맛있어요""': 195, '""특별한 메뉴가 있어요""': 154, '""재료가 신선해요""': 114, '""혼밥하기 좋아요""': 102}",[],False
식껍 합정점,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
함반,"{'""음식이 맛있어요""': 816, '""특별한 메뉴가 있어요""': 449, '""친절해요""': 398, '""재료가 신선해요""': 292}","['남/녀 화장실 구분', '무선 인터넷']",False
미필담,"{'""음식이 맛있어요""': 170, '""혼밥하기 좋아요""': 82, '""재료가 신선해요""': 73, '""특별한 메뉴가 있어요""': 67}","['무선 인터넷', '단체 이용 가능']",False
윤슬,"{'""음식이 맛있어요""': 96, '""특별한 메뉴가 있어요""': 41, '""대화하기 좋아요""': 39, '""친절해요""': 38}",[],False
청주식당,"{'""음식이 맛있어요""': 117, '""가성비가 좋아요""': 53, '""친절해요""': 47, '""반찬이 잘 나와요""': 41}","['예약', '단체 이용 가능']",False
잇텐고,"{'""음식이 맛있어요""': 697, '""특별한 메뉴가 있어요""': 406, '""혼밥하기 좋아요""': 284, '""친절해요""': 270}",['무선 인터넷'],False
합정전,"{'""음식이 맛있어요""': 88, '""친절해요""': 39, '""가성비가 좋아요""': 31, '""매장이 넓어요""': 30}","['포장', '단체 이용 가능', '예약', '무선 인터넷']",False
당고집,"{'""디저트가 맛있어요""': 494, '""특별한 메뉴가 있어요""': 368, '""친절해요""': 238, '""음료가 맛있어요""': 190}","['배달', '포장', '무선 인터넷']",False
금문중화요리,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
하동우렁추어탕,"{'""음식이 맛있어요""': 991, '""친절해요""': 292, '""재료가 신선해요""': 244, '""양이 많아요""': 194}","['단체 이용 가능', '예약', '남/녀 화장실 구분', '무선 인터넷', '포장', '출입구 휠체어 이용가능']",True
잠두봉더나인,"{'""뷰가 좋아요""': 146, '""음식이 맛있어요""': 81, '""매장이 넓어요""': 38, '""친절해요""': 33}","['단체 이용 가능', '반려동물 동반']",False
합정감자탕,"{'""음식이 맛있어요""': 162, '""친절해요""': 53, '""양이 많아요""': 47, '""재료가 신선해요""': 37}","['단체 이용 가능', '포장', '무선 인터넷']",False
새벽숯불가든,"{'""음식이 맛있어요""': 195, '""친절해요""': 73, '""재료가 신선해요""': 72, '""특별한 메뉴가 있어요""': 36}","['무선 인터넷', '예약', '남/녀 화장실 구분']",False
포로이,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
어른이대공원,"{'""음식이 맛있어요""': 44, '""음악이 좋아요""': 40, '""친절해요""': 30, '""단체모임 하기 좋아요""': 26}","['콜키지 가능', '생일 혜택', '테이크아웃 할인', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
연희중식,"{'""음식이 맛있어요""': 219, '""재료가 신선해요""': 62, '""친절해요""': 53, '""가성비가 좋아요""': 44}","['콜키지 가능', '예약', '포장', '무선 인터넷', '단체 이용 가능', '배달', '남/녀 화장실 구분']",False
찐육개장,"{'""음식이 맛있어요""': 81, '""친절해요""': 29, '""재료가 신선해요""': 27, '""가성비가 좋아요""': 25}","['예약', '단체 이용 가능', '포장', '남/녀 화장실 구분']",False
합정뒷고기,"{'""음식이 맛있어요""': 182, '""친절해요""': 76, '""가성비가 좋아요""': 67, '""고기 질이 좋아요""': 52}","['예약', '단체 이용 가능']",False
버섯마루,"{'""음식이 맛있어요""': 181, '""재료가 신선해요""': 104, '""친절해요""': 49, '""양이 많아요""': 46}",[],False
은하루,"{'""음식이 맛있어요""': 366, '""재료가 신선해요""': 131, '""친절해요""': 113, '""특별한 메뉴가 있어요""': 85}",[],False
컬투치킨 합정사랑점,"{'""음식이 맛있어요""': 393, '""친절해요""': 149, '""가성비가 좋아요""': 131, '""재료가 신선해요""': 121}","['단체 이용 가능', '포장', '배달', '무선 인터넷', '예약']",False
깊은숲,"{'""술이 다양해요""': 194, '""음식이 맛있어요""': 142, '""대화하기 좋아요""': 108, '""인테리어가 멋져요""': 95}","['예약', '무선 인터넷', '남/녀 화장실 구분']",False
유라유라,"{'""음식이 맛있어요""': 273, '""대화하기 좋아요""': 111, '""술이 다양해요""': 106, '""기본 안주가 좋아요""': 93}","['콜키지 가능', '단체 이용 가능', '예약', '노키즈존', '포장', '무선 인터넷']",False
푸줏간생고기,"{'""음식이 맛있어요""': 102, '""친절해요""': 52, '""고기 질이 좋아요""': 51, '""가성비가 좋아요""': 35}",[],False
경성양꼬치,"{'""음식이 맛있어요""': 114, '""친절해요""': 27, '""고기 질이 좋아요""': 24, '""가성비가 좋아요""': 20}",[],False
옹달샘 합정 고깃집,"{'""음식이 맛있어요""': 70, '""고기 질이 좋아요""': 37, '""친절해요""': 33, '""직접 잘 구워줘요""': 17}",[],False
다사랑치킨,"{'""음식이 맛있어요""': 187, '""매장이 넓어요""': 58, '""친절해요""': 49, '""단체모임 하기 좋아요""': 42}","['예약', '단체 이용 가능', '포장', '배달', '남/녀 화장실 구분']",False
쿠시로지,"{'""음식이 맛있어요""': 84, '""친절해요""': 36, '""인테리어가 멋져요""': 32, '""술이 다양해요""': 26}",[],False
콩청대,"{'""음식이 맛있어요""': 405, '""친절해요""': 167, '""재료가 신선해요""': 164, '""특별한 메뉴가 있어요""': 86}",[],False
카즈,"{'""음식이 맛있어요""': 128, '""친절해요""': 50, '""대화하기 좋아요""': 47, '""술이 다양해요""': 35}","['콜키지 가능', '예약']",False
지리산어탕국수,"{'""음식이 맛있어요""': 203, '""특별한 메뉴가 있어요""': 68, '""양이 많아요""': 58, '""가성비가 좋아요""': 47}",['단체 이용 가능'],False
합정조이떡볶이,"{'""음식이 맛있어요""': 685, '""가성비가 좋아요""': 293, '""친절해요""': 292, '""양이 많아요""': 180}","['남/녀 화장실 구분', '배달', '포장', '무선 인터넷']",False
돌황소곱창,"{'""음식이 맛있어요""': 320, '""친절해요""': 151, '""재료가 신선해요""': 97, '""양이 많아요""': 78}","['단체 이용 가능', '예약', '포장', '무선 인터넷']",False
합정생고기김치찌개,"{'""음식이 맛있어요""': 190, '""가성비가 좋아요""': 72, '""친절해요""': 57, '""양이 많아요""': 51}",[],False
퓨전,"{'""음식이 맛있어요""': 122, '""술이 다양해요""': 81, '""가성비가 좋아요""': 76, '""친절해요""': 69}",[],False
양화정,"{'""음식이 맛있어요""': 614, '""친절해요""': 223, '""고기 질이 좋아요""': 208, '""매장이 넓어요""': 149}","['콜키지 가능', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분', '예약', '유아의자', '장애인 주차구역']",True
스미비클럽,"{'""음식이 맛있어요""': 184, '""친절해요""': 118, '""인테리어가 멋져요""': 82, '""특별한 메뉴가 있어요""': 82}","['콜키지 가능', '남/녀 화장실 구분', '예약', '무선 인터넷', '반려동물 동반']",False
숯닭,"{'""음식이 맛있어요""': 88, '""친절해요""': 66, '""가성비가 좋아요""': 24, '""재료가 신선해요""': 21}","['단체 이용 가능', '포장', '남/녀 화장실 구분']",False
신야텐야합정교보문고점,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
호계식,"{'""음식이 맛있어요""': 262, '""혼밥하기 좋아요""': 128, '""친절해요""': 113, '""양이 많아요""': 101}","['포장', '배달']",False
무교동낙지,"{'""음식이 맛있어요""': 99, '""가성비가 좋아요""': 38, '""친절해요""': 33, '""재료가 신선해요""': 31}",[],False
필참치,{},"['예약', '단체 이용 가능', '남/녀 화장실 구분', '무선 인터넷', '포장']",False
합정숯불갈비,"{'""음식이 맛있어요""': 94, '""친절해요""': 52, '""가성비가 좋아요""': 40, '""재료가 신선해요""': 31}","['무선 인터넷', '예약', '단체 이용 가능']",False
백미향,"{'""음식이 맛있어요""': 220, '""친절해요""': 92, '""가성비가 좋아요""': 77, '""재료가 신선해요""': 49}","['예약', '단체 이용 가능', '포장', '배달']",False
엄마손생선구이,"{'""음식이 맛있어요""': 249, '""가성비가 좋아요""': 80, '""친절해요""': 62, '""혼밥하기 좋아요""': 59}",[],False
비앤비,"{'""술이 다양해요""': 80, '""친절해요""': 49, '""대화하기 좋아요""': 41, '""음식이 맛있어요""': 40}",['무선 인터넷'],False
미삼,"{'""음식이 맛있어요""': 262, '""특별한 메뉴가 있어요""': 166, '""친절해요""': 124, '""고기 질이 좋아요""': 106}","['콜키지 가능', '콜키지 가능', '예약', '포장', '남/녀 화장실 구분', '단체 이용 가능', '무선 인터넷', '반려동물 동반']",False
코리아식당,"{'""음식이 맛있어요""': 365, '""친절해요""': 119, '""재료가 신선해요""': 102, '""가성비가 좋아요""': 95}",[],False
오뎅바,"{'""음식이 맛있어요""': 123, '""특별한 메뉴가 있어요""': 57, '""친절해요""': 38, '""가성비가 좋아요""': 38}",[],False
닭날다,"{'""음식이 맛있어요""': 140, '""친절해요""': 65, '""특별한 메뉴가 있어요""': 47, '""인테리어가 멋져요""': 44}",[],False
참숯불풍천장어,"{'""음식이 맛있어요""': 159, '""재료가 신선해요""': 58, '""친절해요""': 50, '""가성비가 좋아요""': 19}","['예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
라베니스,"{'""음식이 맛있어요""': 178, '""친절해요""': 91, '""양이 많아요""': 84, '""인테리어가 멋져요""': 73}","['콜키지 가능', '무선 인터넷', '예약', '포장', '단체 이용 가능', '남/녀 화장실 구분', '유아의자']",False
마포소금구이,"{'""음식이 맛있어요""': 238, '""고기 질이 좋아요""': 60, '""친절해요""': 42, '""가성비가 좋아요""': 40}",[],False
육전국밥 합정점,"{'""음식이 맛있어요""': 447, '""혼밥하기 좋아요""': 154, '""가성비가 좋아요""': 116, '""매장이 넓어요""': 96}","['단체 이용 가능', '포장', '배달', '무선 인터넷', '남/녀 화장실 구분', '예약']",False
히게쯔라,"{'""음식이 맛있어요""': 226, '""친절해요""': 124, '""특별한 메뉴가 있어요""': 90, '""술이 다양해요""': 79}","['콜키지 가능', '예약', '무선 인터넷', '단체 이용 가능']",False
행진,"{'""음식이 맛있어요""': 239, '""친절해요""': 80, '""고기 질이 좋아요""': 80, '""특별한 메뉴가 있어요""': 70}","['콜키지 가능', '단체 이용 가능', '남/녀 화장실 구분', '무선 인터넷', '예약', '대기공간']",False
카에루,"{'""음식이 맛있어요""': 104, '""특별한 메뉴가 있어요""': 51, '""친절해요""': 28, '""대화하기 좋아요""': 26}","['예약', '무선 인터넷']",False
츠키젠,"{'""음식이 맛있어요""': 768, '""재료가 신선해요""': 281, '""친절해요""': 259, '""특별한 메뉴가 있어요""': 246}",['남/녀 화장실 구분'],False
그릭조이,"{'""음식이 맛있어요""': 92, '""특별한 메뉴가 있어요""': 79, '""친절해요""': 50, '""재료가 신선해요""': 35}","['예약', '단체 이용 가능', '포장', '무선 인터넷']",False
고삼이 합정직영점,"{'""음식이 맛있어요""': 100, '""재료가 신선해요""': 47, '""친절해요""': 39, '""양이 많아요""': 34}","['포장', '무선 인터넷', '남/녀 화장실 구분', '예약', '대기공간', '단체 이용 가능']",False
낭만식탁,"{'""음식이 맛있어요""': 162, '""혼밥하기 좋아요""': 80, '""친절해요""': 70, '""양이 많아요""': 66}","['포장', '무선 인터넷', '배달']",False
합정육전면사무소,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
소노야합정역점,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
몰토베네,"{'""음식이 맛있어요""': 419, '""친절해요""': 281, '""특별한 메뉴가 있어요""': 222, '""재료가 신선해요""': 176}","['예약', '무선 인터넷', '단체 이용 가능']",False
본전횟집,"{'""음식이 맛있어요""': 120, '""재료가 신선해요""': 76, '""친절해요""': 35, '""양이 많아요""': 26}",[],False
시소,"{'""음식이 맛있어요""': 80, '""친절해요""': 45, '""대화하기 좋아요""': 40, '""인테리어가 멋져요""': 27}",['콜키지 가능'],False
홍콩반점,"{'""음식이 맛있어요""': 404, '""친절해요""': 181, '""가성비가 좋아요""': 114, '""양이 많아요""': 78}","['예약', '단체 이용 가능', '포장', '배달']",False
신김치생삼겹살2호,"{'""음식이 맛있어요""': 241, '""친절해요""': 84, '""고기 질이 좋아요""': 73, '""단체모임 하기 좋아요""': 30}",[],False
스미비부타동 본점,"{'""음식이 맛있어요""': 372, '""혼밥하기 좋아요""': 202, '""친절해요""': 115, '""양이 많아요""': 115}","['무선 인터넷', '포장', '단체 이용 가능']",False
블랙루머,"{'""음식이 맛있어요""': 171, '""재료가 신선해요""': 138, '""특별한 메뉴가 있어요""': 90, '""양이 많아요""': 73}","['비건 메뉴', '유기농 메뉴', '글루텐프리 메뉴', '포장', '단체 이용 가능', '배달', '방문접수/출장', '예약', '무선 인터넷', '반려동물 동반', '남/녀 화장실 구분']",False
라무라,"{'""음식이 맛있어요""': 1041, '""친절해요""': 560, '""특별한 메뉴가 있어요""': 536, '""혼밥하기 좋아요""': 411}","['단체 이용 가능', '남/녀 화장실 구분', '무선 인터넷']",True
윤멘,"{'""음식이 맛있어요""': 461, '""친절해요""': 281, '""혼밥하기 좋아요""': 252, '""특별한 메뉴가 있어요""': 247}",[],False
헤이브,"{'""디저트가 맛있어요""': 138, '""커피가 맛있어요""': 124, '""인테리어가 멋져요""': 121, '""음료가 맛있어요""': 96}","['테이크아웃 할인', '핸드드립', '무선 인터넷', '단체 이용 가능', '포장', '예약']",False
형제집,"{'""음식이 맛있어요""': 102, '""친절해요""': 60, '""대화하기 좋아요""': 43, '""음악이 좋아요""': 37}","['예약', '반려동물 동반', '단체 이용 가능']",False
슬오라,"{'""음식이 맛있어요""': 106, '""술이 다양해요""': 80, '""음악이 좋아요""': 66, '""친절해요""': 62}","['콜키지 가능', '무선 인터넷', '남/녀 화장실 구분', '반려동물 동반', '예약', '포장']",True
돈까스광명,"{'""음식이 맛있어요""': 203, '""재료가 신선해요""': 96, '""혼밥하기 좋아요""': 95, '""친절해요""': 77}",['무선 인터넷'],False
자자,"{'""음식이 맛있어요""': 221, '""재료가 신선해요""': 111, '""친절해요""': 98, '""특별한 메뉴가 있어요""': 80}","['단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
넌덕,"{'""음식이 맛있어요""': 237, '""친절해요""': 127, '""재료가 신선해요""': 106, '""특별한 메뉴가 있어요""': 91}","['포장', '무선 인터넷', '배달']",True
족발애감동,"{'""음식이 맛있어요""': 83, '""단체모임 하기 좋아요""': 38, '""매장이 넓어요""': 32, '""친절해요""': 28}",[],False
이키,"{'""음식이 맛있어요""': 144, '""특별한 메뉴가 있어요""': 78, '""인테리어가 멋져요""': 77, '""친절해요""': 56}","['예약', '단체 이용 가능']",False
이가네 양꼬치 양갈비,"{'""마사지가 시원해요""': 346, '""친절해요""': 276, '""맞춤 케어를 잘해줘요""': 248, '""분위기가 편안해요""': 225}",[],False
같이양조장,{},"['포장', '예약']",True
